Date,Ticker,Open,Close
2017-07-03,GLD,116.54000091552734,116.08999633789062
2017-07-05,GLD,115.91000366210938,116.5199966430664
2017-07-06,GLD,116.58000183105469,116.47000122070312
2017-07-07,GLD,115.77999877929688,115.27999877929688
2017-07-10,GLD,115.0199966430664,115.47000122070312
2017-07-11,GLD,115.26000213623047,115.62000274658203
2017-07-12,GLD,116.20999908447266,116.02999877929688
2017-07-13,GLD,116.04000091552734,115.81999969482422
2017-07-14,GLD,117.04000091552734,116.7699966430664
2017-07-17,GLD,117.41999816894531,117.29000091552734
2017-07-18,GLD,117.98999786376953,118.11000061035156
2017-07-19,GLD,118.18000030517578,118.08000183105469
2017-07-20,GLD,117.91999816894531,118.23999786376953
2017-07-21,GLD,119.0,119.26000213623047
2017-07-24,GLD,119.5199966430664,119.30999755859375
2017-07-25,GLD,118.98999786376953,118.91999816894531
2017-07-26,GLD,118.56999969482422,119.87999725341797
2017-07-27,GLD,120.0999984741211,119.79000091552734
2017-07-28,GLD,120.1500015258789,120.69000244140625
2017-07-31,GLD,120.5,120.75
2017-08-01,GLD,120.44000244140625,120.6500015258789
2017-08-02,GLD,120.51000213623047,120.4000015258789
2017-08-03,GLD,120.30999755859375,120.58999633789062
2017-08-04,GLD,119.97000122070312,119.6500015258789
2017-08-07,GLD,119.43000030517578,119.51000213623047
2017-08-08,GLD,120.0199966430664,119.86000061035156
2017-08-09,GLD,121.0199966430664,121.30999755859375
2017-08-10,GLD,122.08000183105469,122.20999908447266
2017-08-11,GLD,122.23999786376953,122.79000091552734
2017-08-14,GLD,121.9800033569336,121.91999816894531
2017-08-15,GLD,120.5999984741211,120.9800033569336
2017-08-16,GLD,120.66000366210938,121.87000274658203
2017-08-17,GLD,122.29000091552734,122.48999786376953
2017-08-18,GLD,123.37000274658203,122.30000305175781
2017-08-21,GLD,122.54000091552734,122.76000213623047
2017-08-22,GLD,122.55999755859375,122.20999908447266
2017-08-23,GLD,122.58000183105469,122.66999816894531
2017-08-24,GLD,122.38999938964844,122.29000091552734
2017-08-25,GLD,122.7699966430664,122.73999786376953
2017-08-28,GLD,123.33000183105469,124.69000244140625
2017-08-29,GLD,125.80999755859375,124.41999816894531
2017-08-30,GLD,124.33000183105469,124.36000061035156
2017-08-31,GLD,124.58000183105469,125.81999969482422
2017-09-01,GLD,126.01000213623047,126.05999755859375
2017-09-05,GLD,126.6500015258789,127.45999908447266
2017-09-06,GLD,127.33999633789062,126.80999755859375
2017-09-07,GLD,127.55999755859375,128.1300048828125
2017-09-08,GLD,128.2100067138672,127.97000122070312
2017-09-11,GLD,126.73999786376953,126.19000244140625
